initials;initials-all;full-name;first-name;last-name;action-object;description;date-of-birth
CE;CE;Colin Egglesfield;Colin;Egglesfield;;American actor;1973-02-09
CE;CE;Caridee English;Caridee;English;;American model;1985-05-22
CE;CE;Chip Esten;Chip;Esten;;American actor and comedian;1965-09-09
CE;CE;Christian Ehrhoff;Christian;Ehrhoff;;German professional ice hockey player;1982-07-06
CE;CE;Carmen Ejogo;Carmen;Ejogo;;British actor;1974-01-01
CE;CE;Christine Elise;Christine;Elise;;American actor;1965-02-12
CE;CE;Chris Eubank;Chris;Eubank;;British boxer;1966-08-08
CE;CE;Cadel Evans;Cadel;Evans;;Road bicycle racer;1977-02-14
CE;CE;Chad Everett;Chad;Everett;;American actor;1937-06-11
CE;CE;Catherine Eddowes;Catherine;Eddowes;;british murder victim;1842-04-14
CE;CE;Chapo El;Chapo;El;;Mexican singer;
CE;CE;Chris Egan;Chris;Egan;;Australian actor;1984-06-29
CE;CE;Cliff Edwards;Cliff;Edwards;;American singer and actor;1895-06-14
CE;CAE;Caroline Elgar;Caroline;Elgar;;British writer;1848-01-01
CS;CS;Claudia Schiffer;Claudia;Schiffer;;German model and actress;1970-08-25
CS;CS;Charlie Sheen;Charlie;Sheen;;Actor;1965-09-03
CS;CS;Cobie Smulders;Cobie;Smulders;;Canadian actress and model;1982-04-03
CS;CS;Carl Sagan;Carl;Sagan;;Astronomy and planetary science;1934-11-09
CS;CS;Carlos Santana;Carlos;Santana;;American–Mexican Guitarist;1947-07-20
CS;CS;Clive Standen;Clive;Standen;;British actor;1981-07-22
CS;CS;Corey Stoll;Corey;Stoll;;American actor;1976-03-14
CS;CS;Christian Slater;Christian;Slater;;actor;1969-08-18
CS;CS;Chael Sonnen;Chael;Sonnen;;American sport wrestler and martial artist;1977-04-03
CS;CS;Candice Swanepoel;Candice;Swanepoel;;South African model;
CS;CS;Christian Serratos;Christian;Serratos;;American actor;1990-09-21
CS;CS;Clarence Seedorf;Clarence;Seedorf;;Dutch footballer;1976-04-01
CS;CS;Cody Simpson;Cody;Simpson;;Singer;1997-01-11
CS;CS;Christopher Scarver;Christopher;Scarver;;Convicted murderer of Jesse Anderson and Jeffrey Dahmer;1969-07-06
CS;CS;Caitlin Stasey;Caitlin;Stasey;;Australian actor-singer;1990-05-01
CS;CS;Chris Sarandon;Chris;Sarandon;;Actor;1942-07-24
CS;CS;Carly Simon;Carly;Simon;;American musician;1945-06-25
CS;CS;Columbus Short;Columbus;Short;;American choreographer;1982-09-19
CS;CS;Charles Starkweather;Charles;Starkweather;;spree killer;1938-11-25
CS;CS;Cristiane Santos;Cristiane;Santos;;Brazilian martial artist;1985-07-09
CS;CS;Cybill Sheherd;Cybill;Sheherd;;Actress;1950-02-18
CS;CS;Cat Stalking;Cat;Stalking;;Has body modification;1958-08-27
CS;CS;Calderón Santos;Calderón;Santos;;President of Colombia;1951-08-10
CS;CS;Chad Smith;Chad;Smith;;American musician;1961-10-25
CS;CS;Choi SooYoung;Choi;SooYoung;;South Korean singer, actress;1990-02-10
CS;CS;Carlos Salinas;Carlos;Salinas;;President of Mexico (1988–1994);1948-04-03
CS;CRS;Carly Sonenclar;Carly;Sonenclar;;Actress, singer;1999-04-20
CS;CS;Cecily Strong;Cecily;Strong;;American comedian;1984-01-01
CS;CS;Courtney Stodden;Courtney;Stodden;;American model, singer, songwriter, reality television personality;1994-08-29
CS;CS;Cora Sexy;Cora;Sexy;;German porn actress;1987-05-02
CG;CG;Che Guevara;Che;Guevara;;Argentine-born Marxism;1928-05-14
CG;CG;Candice Glover;Candice;Glover;;Singer;1989-11-22
CG;CG;Chris Gardner;Chris;Gardner;;Entrepreneur, Brokerage specialist;1954-02-09
CG;CG;Cary Grant;Cary;Grant;;Actor;1904-01-18
CG;CG;Clark Gable;Clark;Gable;;American actor;1901-02-01
CG;CG;Charlotte Gainsbourg;Charlotte;Gainsbourg;;Actress;1971-07-21
CG;CG;Christina Grimmie;Christina;Grimmie;;American singer;1994-03-12
CG;CG;Crispin Glover;Crispin;Glover;;American actor and director;1964-04-20
CG;CG;Carla Gugino;Carla;Gugino;;American actress;1971-08-29
CG;CG;Christopher Guest;Christopher;Guest;;British actor;1948-02-05
CG;CJG;Cameron Gigandet;Cameron;Gigandet;;Actor;1982-08-16
CG;CG;Clark Gregg;Clark;Gregg;;Actor, director, screenwriter;1962-04-02
CG;CG;Carlos Gracida;Carlos;Gracida;;Polo player;1960-09-05
CG;CG;Carlos Gardel;Carlos;Gardel;;Singer, songwriter and actor;1887-12-11
CG;CG;Chiquinha Gonzaga;Chiquinha;Gonzaga;;Brazilian musician;1847-10-17
CG;CG;Carlo Gambino;Carlo;Gambino;;;1902-08-24
CG;CG;Chavo Guerrero;Chavo;Guerrero;;Professional wrestler;1970-10-20
CG;CG;Carlos Garcia;Carlos;Garcia;;Filipino politician;1896-11-04
CG;CG;Caroline Garcia;Caroline;Garcia;;Tennis player;1993-10-16
CG;CG;Christopher Gorham;Christopher;Gorham;;actor;1974-08-14
CG;CG;Chad Gilbert;Chad;Gilbert;;American musician;1981-03-09
CG;CG;Carlo Goldoni;Carlo;Goldoni;;;1707-02-25
CG;CG;Chris Gayle;Chris;Gayle;;Jamaican cricketer;1979-09-21
CG;CWG;Christoph Gluck;Christoph;Gluck;;German composer;1714-07-02
CG;CG;Cory Gardner;Cory;Gardner;;American politician;1974-08-22
CG;CG;Camille Grammer;Camille;Grammer;;American television personality;1968-09-02
CG;CG;Charles Grodin;Charles;Grodin;;American actor;1935-04-21
CG;CG;Carlos Ghosn;Carlos;Ghosn;;;1954-03-09
CG;CG;Claude Goasguen;Claude;Goasguen;;French politician;1945-03-12
CG;CG;Carlos Gracie;Carlos;Gracie;;Brazilian martial artist;1902-09-14
CH;CH;Chris Hemsworth;Chris;Hemsworth;;Australian actor;1983-08-11
CH;CH;Connie Hedegaard;Connie;Hedegaard;;;1960-10-15
CH;CH;Charlie Hunnam;Charlie;Hunnam;;English actor;1980-04-10
CH;CH;Colton Haynes;Colton;Haynes;;American actor and model;1988-07-13
CH;CH;Calvin Harris;Calvin;Harris;;Scottish singer-songwriter and DJ;1984-01-17
CH;CH;Charlton Heston;Charlton;Heston;;American actor;1923-10-04
CH;CRH;Claire Holt;Claire;Holt;;Actress;1988-06-11
CH;CVH;Carice Houten;Carice;Houten;;Dutch actress;1976-09-05
CH;CEH;Christopher Hitchens;Christopher;Hitchens;;English author, journalist and literary critic;1949-04-13
CH;CH;Christina Hendricks;Christina;Hendricks;;American actress;1975-05-03
CH;CH;Chi Ho;Chi;Ho;;Prime minister, president, North Vietnam;1890-05-19
CH;CH;Chris Hardwick;Chris;Hardwick;;American actor;1960-11-23
CH;CH;Chelsea Handler;Chelsea;Handler;;Comedian;1975-02-25
CH;CH;Colin Hanks;Colin;Hanks;;American actor;1977-11-24
CH;CH;Corey Haim;Corey;Haim;;Actor;1971-12-23
CH;CH;Chuck Hagel;Chuck;Hagel;;American politician;1946-10-04
CH;CH;Chris Hughes;Chris;Hughes;;Entrepreneur;1983-11-26
CH;CH;Christy Hemme;Christy;Hemme;;professional wrestling valet, semi-retired professional wrestler, ring announcer, former model, and singer;1980-10-28
CH;CRH;Cheryl Hines;Cheryl;Hines;;Actress, director;1965-09-21
CH;CH;Chad Hugo;Chad;Hugo;;American record producer and songwriter;1974-02-24
CH;CH;Cyril Hanouna;Cyril;Hanouna;;Radio and TV personality;1974-09-23
CH;CMH;Chad Hurley;Chad;Hurley;;;1977-01-01
CH;CH;Conleth Hill;Conleth;Hill;;Irish actor;1964-11-24
CH;CH;Curt Hennig;Curt;Hennig;;Professional wrestler;1958-03-28
CH;CAH;Chris Hadfield;Chris;Hadfield;;Canadian astronaut;1959-08-29
CH;CMH;Christoph Herbst;Christoph;Herbst;;German comedian and actor;1966-02-09
CH;CH;Crash Holly;Crash;Holly;;American professional wrestler;1971-08-25
CH;CH;Cole Hauser;Cole;Hauser;;Actor;1975-03-22
CH;CTH;C Howell;C;Howell;;American actor and film director;1966-12-07
CH;CH;Cariba Heine;Cariba;Heine;;Australian actor;1988-10-01
CN;CN;Chuck Norris;Chuck;Norris;;American martial arts;1940-03-10
CN;CEN;Christopher Nolan;Christopher;Nolan;;Film director and producer;1970-07-30
CN;CN;Connie Nielsen;Connie;Nielsen;;Danish actor;1965-07-03
CN;CN;Cynthia Nixon;Cynthia;Nixon;;Actress;1966-04-09
CN;CN;Claude Nougaro;Claude;Nougaro;;French songwriter and singer;1929-09-09
CN;CN;Chris Noth;Chris;Noth;;American actor;1954-11-13
CN;CN;Craig Nelson;Craig;Nelson;;actor, director, producer, screenwriter;1944-04-04
CN;CWN;Chester Nimitz;Chester;Nimitz;;United States Navy fleet admiral;1885-02-24
CN;CN;Cam Newton;Cam;Newton;;All-American college football player, professional football player, quarterback, Heisman Trophy winner;1989-05-11
CN;CN;Chelsea Noble;Chelsea;Noble;;Actress;1964-12-04
CN;CN;Corin Nemec;Corin;Nemec;;Actor;1971-11-05
CN;CN;Chris Norman;Chris;Norman;;British musician;1950-10-25
CN;CPN;Crown Naruhito;Crown;Naruhito;;Japanese prince;1960-02-23
CN;CN;Carlo Nero;Carlo;Nero;;Italian-English actor and film director;1969-09-16
CN;CN;Charles Ng;Charles;Ng;;American serial killer;1960-12-24
CN;CN;Carrie Nation;Carrie;Nation;;Temperance advocate;1846-11-25
CN;CN;Candice Night;Candice;Night;;Singer;1971-05-08
CN;CN;Carl Nielsen;Carl;Nielsen;;Danish composer;1865-06-09
CN;CN;Christopher Nowinski;Christopher;Nowinski;;American professional wrestler;1978-09-24
CN;CPN;Christopher Neil;Christopher;Neil;;;1975-02-06
CN;CN;Clara Nunes;Clara;Nunes;;Singer;1943-08-12
CN;CN;Cox Nixon;Cox;Nixon;;;1946-02-21
CN;CN;Cam Neely;Cam;Neely;;Canadian ice hockey player;1965-06-06
CN;CN;Chris Neil;Chris;Neil;;Canadian ice hockey player;1979-06-18
CN;CN;Chuck Negron;Chuck;Negron;;American singer (Three Dog Night);1942-06-08
CN;CN;Coleen Nolan;Coleen;Nolan;;English singer, author and television presenter;1965-03-12
CN;CN;Craig Newmark;Craig;Newmark;;Internet entrepreneur and founder of Craigslist;1952-12-06
CN;CN;Claire Nebout;Claire;Nebout;;Actress;1964-05-20
CN;CN;Chandra Naveen;Chandra;Naveen;;Actor;
CN;CN;Charles Napier;Charles;Napier;;Actor;1936-04-12
DO;DNO;Daphne Oz;Daphne;Oz;;American writer and television personality;1986-02-17
DO;DO;Dylan Obrien;Dylan;Obrien;;American actor and musician;1991-08-26
DO;DO;Dani Osvaldo;Dani;Osvaldo;;Italian footballer;1986-01-12
DO;DO;David Otunga;David;Otunga;;American professional wrestler; lawyer;1980-04-07
DO;DO;Dirty Ol;Dirty;Ol;;American rapper;1968-11-15
DO;DO;de Olavo;de;Olavo;;;1947-04-29
DO;DO;David Oyelowo;David;Oyelowo;;British actor;1976-04-01
DO;DO;Daniel Ortega;Daniel;Ortega;;President of Nicaragua;1945-11-11
DO;DO;Donny Osmond;Donny;Osmond;;American singer and actor;1957-12-09
DO;DO;David Ortiz;David;Ortiz;;Dominican-American professional baseball player, designated hitter;1975-11-18
DO;DO;Daisuke Ono;Daisuke;Ono;;Japanese voice actor;1978-05-04
DO;DO;Danny O'Donoghue;Danny;O'Donoghue;;Singer-Songwriter;1980-10-03
DO;DO;Dolores Oriordan;Dolores;Oriordan;;Irish singer;1971-09-06
DO;DO;dos Oliveira;dos;Oliveira;;Football player;1994-05-01
DO;DO;Daniel Olbrychski;Daniel;Olbrychski;;Polish actor;1945-02-27
DO;DO;David Oakes;David;Oakes;;Actor;1983-10-14
DO;DO;Dawn Olivieri;Dawn;Olivieri;;American actor;1981-02-08
DO;DO;David Oyedepo;David;Oyedepo;;Nigerian pastor;1954-09-27
DO;DO;Dorothea Orem;Dorothea;Orem;;;1914-01-01
DO;DJO;David Oduya;David;Oduya;;Sweden;1981-10-01
DO;DO;Dan Osman;Dan;Osman;;American climber;1963-02-11
DO;DO;David Odonkor;David;Odonkor;;German footballer;1984-02-21
DO;DO;Dj Ozma;Dj;Ozma;;Japanese singer;
DO;DO;Dayo Okeniyi;Dayo;Okeniyi;;Nigerian actor;1988-06-14
DO;DO;David Ospina;David;Ospina;;Colombian footballer;1988-08-31
DO;DO;Daniel Odonnell;Daniel;Odonnell;;Irish singer;1961-12-12
DO;DO;David Ogilvy;David;Ogilvy;;Advertising executive;1911-06-23
DO;DO;Dean Ornish;Dean;Ornish;;;1953-07-16
DO;DJAO;Dagmar Overbye;Dagmar;Overbye;;Murderer;1883-04-23
DO;DO;Daniel Oconnell;Daniel;Oconnell;;Irish politician;1775-08-06
DA;DA;Donald Arthur;Donald;Arthur;;United States vice-admiral, Navy surgeon general;
DA;DA;Damala Aliaune;Damala;Aliaune;;Singer-songwriter, record producer;1973-04-16
DA;DEA;Daniel Aykroyd;Daniel;Aykroyd;;Canadian film actor;1952-07-01
DA;DA;Damon Albarn;Damon;Albarn;;English singer-songwriter;1968-03-23
DA;DA;Dianna Agron;Dianna;Agron;;Actress, singer;1986-04-30
DA;DA;Darren Aronofsky;Darren;Aronofsky;;Film director;1969-02-12
DA;DA;David Arquette;David;Arquette;;American actor;1971-09-08
DA;DA;David Attenborough;David;Attenborough;;Broadcaster, natural history;1926-05-08
DA;DA;Dean Ambrose;Dean;Ambrose;;American professional wrestler;1985-07-03
DA;DA;Douglas Adams;Douglas;Adams;;Author of ''The Hitchhiker's Guide to the Galaxy'' series;1952-03-11
DA;DA;David Alaba;David;Alaba;;Austrian footballer;1992-06-24
DA;DA;D� Alonso;D�;Alonso;;Spanish Formula One driver.;1981-07-29
DA;DA;Devon Aoki;Devon;Aoki;;American model and actress;1982-08-10
DA;DA;Diane Arbus;Diane;Arbus;;American photographer;1923-03-14
DA;DA;Desi Arnaz;Desi;Arnaz;;Cuban-American musician;1917-03-02
DA;DRA;David Adams;David;Adams;;American singer;1974-11-05
DA;DA;Dhirajlal Ambani;Dhirajlal;Ambani;;Industrialist;
DA;DA;Duane Allman;Duane;Allman;;American rock guitarist;1946-11-20
DA;DA;Dani Alves;Dani;Alves;;Footballer;1983-05-06
DA;DA;David Archuleta;David;Archuleta;;American pop singer;1990-12-28
DA;DA;Daniel Auteuil;Daniel;Auteuil;;French actor;1950-01-24
DA;DA;Daniel Auerbach;Daniel;Auerbach;;American musician;1979-05-14
DA;DA;Dario Argento;Dario;Argento;;Film director;1940-09-07
DA;DA;Daniel Agger;Daniel;Agger;;Footballer;1984-12-12
DA;DA;Desi Arnaz;Desi;Arnaz;;actor, musician;1953-01-19
DA;DA;Danny Aiello;Danny;Aiello;;Actor;1933-06-20
DA;DA;Dj Antoine;Dj;Antoine;;Swiss musician;1975-06-23
DA;DA;Debbie Allen;Debbie;Allen;;Actress, choreographer, television director, television producer, singer, dancer;1950-01-16
DA;DJA;Daren Ashba;Daren;Ashba;;American musician;1972-11-10
DA;DA;der Auf;der;Auf;;Musician;1972-03-17
DB;DB;Drew Barrymore;Drew;Barrymore;;Actress, director, model and producer;1974-02-22
DB;DB;David Bowie;David;Bowie;;English singer, songwriter, musician;1947-01-08
DB;DB;David Beckham;David;Beckham;;Professional footballer;1975-05-02
DB;DB;Da Brat;Da;Brat;;Rapper, actress;1974-04-14
DB;DB;Dave Bautista;Dave;Bautista;;Professional wrestler; actor;1969-01-18
DB;DB;Dimitar Berbatov;Dimitar;Berbatov;;Bulgarian footballer;1981-01-30
DB;DB;Dany Boon;Dany;Boon;;French comedian;1966-06-26
DB;DB;David Boreanaz;David;Boreanaz;;American actor, famous for Angel (TV series);1969-05-16
DB;DB;Dieter Bohlen;Dieter;Bohlen;;Musician, producer, songwriter;1954-02-07
DB;DB;Dan Brown;Dan;Brown;;Author;1964-06-22
DB;DB;Drake Bell;Drake;Bell;;American musician;1986-06-27
DB;DLB;Durk Banks;Durk;Banks;;American rapper;1992-10-19
DB;DB;Douglas Booth;Douglas;Booth;;English actor and model;1992-07-09
DB;DB;Danny Boyle;Danny;Boyle;;;1956-10-20
DB;DB;David Bisbal;David;Bisbal;;Spanish singer;1979-06-05
DB;DRB;David Berkowitz;David;Berkowitz;;Serial killer;1953-06-01
DB;DB;Dierks Bentley;Dierks;Bentley;;American country musician;1974-11-20
DB;DB;David Burtka;David;Burtka;;American actor and chef;1975-05-29
DB;DB;Dante Basco;Dante;Basco;;American actor;1975-08-29
DB;DB;David Byrne;David;Byrne;;Scottish alternative rock musician and promoter of world music;1952-05-14
DB;DB;Dietrich Bonhoeffer;Dietrich;Bonhoeffer;;Lutheran theologian;1906-02-04
DB;DB;David Blaine;David;Blaine;;American magician;1973-04-04
DB;DB;Daniel Boone;Daniel;Boone;;American settler;1734-10-22
DB;DB;Dirk Benedict;Dirk;Benedict;;American actor;1945-03-01
DB;DB;Divya Bharti;Divya;Bharti;;Indian actor;1974-02-25
DB;DB;Dan Bilzerian;Dan;Bilzerian;;American actor;
DB;DB;Danielle Bradbery;Danielle;Bradbery;;Female singer, famous for her appearance on the American television singing reality show "The Voice".;1996-07-23
DB;DB;Dan Blocker;Dan;Blocker;;Actor;1928-12-10
DB;DB;Daniel Baldwin;Daniel;Baldwin;;American actor;1960-10-05
DB;DB;David Belle;David;Belle;;French actor;1973-04-29
DC;DC;Diego Costa;Diego;Costa;;Brazilian footballer;1988-10-07
DC;DC;Daniel Craig;Daniel;Craig;;English actor;1968-03-02
DC;DC;David Cameron;David;Cameron;;Prime Minister of the United Kingdom;1966-10-09
DC;DC;Dove Cameron;Dove;Cameron;;Actress, singer;1996-01-14
DC;DC;Dudley Chanel;Dudley;Chanel;;Rapper, Singer, Songwriter, Actress.;1988-09-01
DC;DC;Dominic Cooper;Dominic;Cooper;;British actor;1978-06-02
DC;DC;Don Cheadle;Don;Cheadle;;Actor, film producer, philanthropist, and author;1964-11-29
DC;DC;David Carradine;David;Carradine;;American actor, film producer, film director;1936-12-08
DC;DC;Dick Cheney;Dick;Cheney;;Vice President of the United States;1941-01-30
DC;DC;Dave Chappelle;Dave;Chappelle;;comedian;1973-08-24
DC;DC;Dominic Cotton;Dominic;Cotton;;;1967-01-01
DC;DC;Darren Criss;Darren;Criss;;American actor and singer;1987-02-05
DC;DC;Dane Cook;Dane;Cook;;American actor and comedian;1972-03-18
DC;DC;David Cronenberg;David;Cronenberg;;Director;1943-03-15
DC;DC;Deepak Chopra;Deepak;Chopra;;Physician, Public speaker, Writer;1946-10-22
DC;DC;Danielle Campbell;Danielle;Campbell;;American actor;1995-01-30
DC;DC;Dennis Coles;Dennis;Coles;;American hip hop artist;1970-05-09
DC;DC;D Cooper;D;Cooper;;American extortionist;
DC;DC;David Cross;David;Cross;;Emmy-winning American comedian, writer and actor;1964-04-04
DC;DC;Dan Castellaneta;Dan;Castellaneta;;Voice actor, Actor, Comedian;1957-10-29
DC;DC;Daniel Cormier;Daniel;Cormier;;American sport wrestler and martial artist;
DC;DC;Dean Cain;Dean;Cain;;Player of American football;1966-07-31
DC;DC;Dale Carnegie;Dale;Carnegie;;American writer and lecturer;1888-11-24
DC;DC;Dave Coulier;Dave;Coulier;;American actor;1959-09-21
DC;DAC;Drew Carey;Drew;Carey;;Actor, Comedian, Game Show Host, libertarian;1958-05-23
DC;DC;David Crosby;David;Crosby;;American musician;1941-08-14
DC;DC;David Caruso;David;Caruso;;Actor;1956-01-07
DC;DC;Demarcus Cousins;Demarcus;Cousins;;American basketball player;1990-08-13
DC;DC;David Carr;David;Carr;;American football player, quarterback;1979-07-21
DC;DC;David Copperfield;David;Copperfield;;American illusionist;1956-09-16
DD;DD;Daniel Day-Lewis;Daniel;Day-Lewis;;English actor;1957-04-22
DD;DD;Didier Drogba;Didier;Drogba;;footballer;1978-03-11
DD;DD;Danny DeVito;Danny;DeVito;;American actor and director;1944-11-17
DD;DD;David Duchovny;David;Duchovny;;American actor;1960-08-07
DD;DD;Doris Day;Doris;Day;;Singer, actress, animal rights activist;1922-04-03
DD;DWD;Dane DeHaan;Dane;DeHaan;;Actor;
DD;DD;Deborah Dingell;Deborah;Dingell;;;1954-01-01
DD;DD;Denis Diderot;Denis;Diderot;;French philosopher;1713-10-05
DD;DD;Dimebag Darrell;Dimebag;Darrell;;Getcha Pull;1966-08-20
DD;DD;Daniel Dumile;Daniel;Dumile;;Rapper, hip hop music producer;1971-01-09
DD;DD;Dobri Dobrev;Dobri;Dobrev;;Bulgarian beggar;1914-07-20
DD;DD;Daniel Defoe;Daniel;Defoe;;English writer and spy;
DD;DD;Danny Dyer;Danny;Dyer;;British actor;1977-07-24
DD;DSD;Dharam Deol;Dharam;Deol;;Actor, politician and a Member of Parliament;1935-12-08
DD;DD;Dorothy Dandridge;Dorothy;Dandridge;;Actress, singer;1922-11-09
DD;DD;Dani Daniels;Dani;Daniels;;American pornographic actress;1989-09-23
DD;DD;DeMar DeRozan;DeMar;DeRozan;;American basketball player;1989-08-07
DD;DD;Dana Delany;Dana;Delany;;Actress;1956-03-13
DD;DD;Donny Dietz;Donny;Dietz;;Recipient of the Purple Heart medal;1980-01-26
DD;DD;Dustin Diamond;Dustin;Diamond;;Actor, musician, comedian;1977-01-07
DD;DD;Didier Deschamps;Didier;Deschamps;;Footballer and manager;1968-10-15
DD;DD;David Duke;David;Duke;;White nationalist,anti-Semitic activist;1950-07-01
DD;DD;Drashti Dhami;Drashti;Dhami;;Indian actor;
DD;DD;David Dhawan;David;Dhawan;;Indian film director;1960-08-16
DD;DD;Dec Donnelly;Dec;Donnelly;;British television personality, presenter and actor;1975-09-25
DD;DD;Daniel Duval;Daniel;Duval;;French actor;1944-11-28
DD;DD;David Dewhurst;David;Dewhurst;;American businessman;1945-08-18
DD;DD;Drew Doughty;Drew;Doughty;;Canadian ice hockey player;1989-12-08
DD;DD;Daniel Dennett;Daniel;Dennett;;American philosopher;1942-03-28
DD;DD;Diljit Dosanjh;Diljit;Dosanjh;;Indian actor;1984-01-06
DE;DDE;Dwight Eisenhower;Dwight;Eisenhower;;United States general and President;1890-10-14
DE;DE;Duke Ellington;Duke;Ellington;;American bandleader, composer, pianist;1899-04-29
DE;DE;Dale Earnhardt;Dale;Earnhardt;;American racing driver;1951-04-29
DE;DE;Danny Elfman;Danny;Elfman;;Composer;1953-05-29
DE;DE;Dante Exum;Dante;Exum;;Australian basketball player;1995-07-13
DE;DE;Dale Earnhardt;Dale;Earnhardt;;American stock car racing driver, team owner, and sporting figure;1974-10-10
DE;DCE;Douglas Engelbart;Douglas;Engelbart;;Inventor;1925-01-30
DE;DE;Desiderius Erasmus;Desiderius;Erasmus;;Dutch philosopher and theologian;
DE;DE;Daniel Ellsberg;Daniel;Ellsberg;;U.S. military analyst, whistleblower, writer and anti-war activist;1931-04-07
DE;DE;Dave Eggers;Dave;Eggers;;Memoirist, novelist, short story writer, editor, publisher;1970-03-12
DE;DME;Denholm Elliott;Denholm;Elliott;;Actor;1922-05-31
DE;DJE;David Elliott;David;Elliott;;Actor;1960-09-21
DE;DE;David Essex;David;Essex;;Actor, Singer, Song Writer;1947-07-23
DE;DE;Dina Eastwood;Dina;Eastwood;;American news anchor, philanthropist;1965-01-01
DE;DE;David Eddings;David;Eddings;;American novelist;1931-07-07
DE;DE;de Elkeson;de;Elkeson;;Brazilian professional footballer;1989-07-13
DE;DE;David Eigenberg;David;Eigenberg;;United States Marine;1964-05-17
DE;DE;Dicky Eklund;Dicky;Eklund;;boxer;1957-05-09
DE;DE;Dave Ellefson;Dave;Ellefson;;Bass guitarist;1964-11-12
DE;DE;Dave Edmunds;Dave;Edmunds;;British musician;1944-04-15
DE;DE;Duncan Edwards;Duncan;Edwards;;Association footballer;1936-10-01
DE;DE;Dana Elcar;Dana;Elcar;;American actor;1927-10-10
DE;DE;Duane Eddy;Duane;Eddy;;American rock musician;1938-04-26
DE;DE;Dave England;Dave;England;;American snowboarder;1969-12-30
DE;DE;Dietrich Eckart;Dietrich;Eckart;;German journalist and politician;1868-03-23
